advertiser,media_type,year,amount_usd,status,source
SUPERMERCADOS SANTA MARIA,radio,2026,28660.67,pendiente,Monitoreo de medios - consolidado 2026
SUPERMERCADOS SANTA MARIA,revistas,2026,2831.4,pendiente,Monitoreo de medios - consolidado 2026
SUPERMERCADOS SANTA MARIA,tv_abierta,2026,175294.31,pendiente,Monitoreo de medios - consolidado 2026
SUPERMERCADOS SANTA MARIA,tv_paga,2026,2.28,pendiente,Monitoreo de medios - consolidado 2026
LAB. SIEGFRIED,sitios_apps,2026,129851.53,pendiente,Monitoreo de medios - consolidado 2026
LAB. SIEGFRIED,tv_abierta,2026,100947.2,pendiente,Monitoreo de medios - consolidado 2026
LAB. SIEGFRIED,tv_paga,2026,3.34,pendiente,Monitoreo de medios - consolidado 2026
M. I. MUNICIPIO DE GUAYAQUIL,sitios_apps,2026,70905.61,pendiente,Monitoreo de medios - consolidado 2026
M. I. MUNICIPIO DE GUAYAQUIL,prensa,2026,39844.35,pendiente,Monitoreo de medios - consolidado 2026
M. I. MUNICIPIO DE GUAYAQUIL,radio,2026,391087.23,pendiente,Monitoreo de medios - consolidado 2026
BDF BEIERSDORF MEDICAL,sitios_apps,2026,130188.65,pendiente,Monitoreo de medios - consolidado 2026
BDF BEIERSDORF MEDICAL,revistas,2026,9845.55,pendiente,Monitoreo de medios - consolidado 2026
BDF BEIERSDORF MEDICAL,tv_abierta,2026,128693.98,pendiente,Monitoreo de medios - consolidado 2026
BDF BEIERSDORF MEDICAL,tv_paga,2026,4.11,pendiente,Monitoreo de medios - consolidado 2026
MARESA,sitios_apps,2026,91744.51,pendiente,Monitoreo de medios - consolidado 2026
MARESA,prensa,2026,1363.77,pendiente,Monitoreo de medios - consolidado 2026
MARESA,radio,2026,34422.47,pendiente,Monitoreo de medios - consolidado 2026
MARESA,revistas,2026,2734.88,pendiente,Monitoreo de medios - consolidado 2026
MARESA,otros,2026,2688.75,pendiente,Monitoreo de medios - consolidado 2026
MARESA,tv_abierta,2026,163106.53,pendiente,Monitoreo de medios - consolidado 2026
MARESA,tv_paga,2026,4.17,pendiente,Monitoreo de medios - consolidado 2026
FERRERO DEL ECUADOR S. A.,sitios_apps,2026,37496.05,pendiente,Monitoreo de medios - consolidado 2026
FERRERO DEL ECUADOR S. A.,radio,2026,1904.6,pendiente,Monitoreo de medios - consolidado 2026
FERRERO DEL ECUADOR S. A.,revistas,2026,2239.38,pendiente,Monitoreo de medios - consolidado 2026
FERRERO DEL ECUADOR S. A.,tv_abierta,2026,122528.5,pendiente,Monitoreo de medios - consolidado 2026
BEE VENOM,tv_abierta,2026,31033.77,pendiente,Monitoreo de medios - consolidado 2026
THE COCA-COLA COMPANY ECUADOR,sitios_apps,2026,53972.18,pendiente,Monitoreo de medios - consolidado 2026
THE COCA-COLA COMPANY ECUADOR,radio,2026,31383.81,pendiente,Monitoreo de medios - consolidado 2026
THE COCA-COLA COMPANY ECUADOR,tv_abierta,2026,141565.55,pendiente,Monitoreo de medios - consolidado 2026
THE COCA-COLA COMPANY ECUADOR,tv_paga,2026,302.5,pendiente,Monitoreo de medios - consolidado 2026
LA RAIZ,sitios_apps,2026,64.61,pendiente,Monitoreo de medios - consolidado 2026
LA RAIZ,tv_abierta,2026,41744.46,pendiente,Monitoreo de medios - consolidado 2026
AJECUADOR,sitios_apps,2026,19766.2,pendiente,Monitoreo de medios - consolidado 2026
AJECUADOR,radio,2026,9635.52,pendiente,Monitoreo de medios - consolidado 2026
AJECUADOR,tv_abierta,2026,132401.8,pendiente,Monitoreo de medios - consolidado 2026
CORP. NAC. DE TELECOMUNICACIONES,sitios_apps,2026,44209.46,pendiente,Monitoreo de medios - consolidado 2026
CORP. NAC. DE TELECOMUNICACIONES,prensa,2026,3960.72,pendiente,Monitoreo de medios - consolidado 2026
CORP. NAC. DE TELECOMUNICACIONES,radio,2026,101463.9,pendiente,Monitoreo de medios - consolidado 2026
CORP. NAC. DE TELECOMUNICACIONES,tv_abierta,2026,81546.56,pendiente,Monitoreo de medios - consolidado 2026
CORP. NAC. DE TELECOMUNICACIONES,tv_paga,2026,8.64,pendiente,Monitoreo de medios - consolidado 2026
FARMAENLACE,sitios_apps,2026,209086.42,pendiente,Monitoreo de medios - consolidado 2026
FARMAENLACE,prensa,2026,27152.9,pendiente,Monitoreo de medios - consolidado 2026
FARMAENLACE,radio,2026,8416.94,pendiente,Monitoreo de medios - consolidado 2026
FARMAENLACE,revistas,2026,6371.92,pendiente,Monitoreo de medios - consolidado 2026
FARMAENLACE,tv_abierta,2026,18934.64,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,sitios_apps,2026,77651.23,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,prensa,2026,1704.8,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,radio,2026,14282.61,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,tv_abierta,2026,88694.57,pendiente,Monitoreo de medios - consolidado 2026
INDURAMA,tv_paga,2026,0.62,pendiente,Monitoreo de medios - consolidado 2026
AMBACAR,sitios_apps,2026,2989.07,pendiente,Monitoreo de medios - consolidado 2026
AMBACAR,radio,2026,67547.61,pendiente,Monitoreo de medios - consolidado 2026
AMBACAR,revistas,2026,2303.73,pendiente,Monitoreo de medios - consolidado 2026
AMBACAR,tv_abierta,2026,90901.58,pendiente,Monitoreo de medios - consolidado 2026
AMBACAR,tv_paga,2026,2.27,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,sitios_apps,2026,10544.77,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,prensa,2026,263.52,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,radio,2026,34317.85,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,tv_abierta,2026,77340.44,pendiente,Monitoreo de medios - consolidado 2026
LA GANGA,tv_paga,2026,26551.06,pendiente,Monitoreo de medios - consolidado 2026
NEXUMCORP S.A.,sitios_apps,2026,55497.06,pendiente,Monitoreo de medios - consolidado 2026
NEXUMCORP S.A.,radio,2026,64683.43,pendiente,Monitoreo de medios - consolidado 2026
NEXUMCORP S.A.,tv_abierta,2026,151589.53,pendiente,Monitoreo de medios - consolidado 2026
NEXUMCORP S.A.,tv_paga,2026,28.92,pendiente,Monitoreo de medios - consolidado 2026
CONSERVAS ISABEL ECUATORIANA S. A.,tv_abierta,2026,126924.98,pendiente,Monitoreo de medios - consolidado 2026
CONSERVAS ISABEL ECUATORIANA S. A.,tv_paga,2026,2.34,pendiente,Monitoreo de medios - consolidado 2026
MDX ECUADOR S.A,radio,2026,10791.18,pendiente,Monitoreo de medios - consolidado 2026
MDX ECUADOR S.A,tv_abierta,2026,128069.75,pendiente,Monitoreo de medios - consolidado 2026
MDX ECUADOR S.A,tv_paga,2026,3054.05,pendiente,Monitoreo de medios - consolidado 2026
CONSEJO PROV. MANABI,tv_abierta,2026,36437.85,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),sitios_apps,2026,122638.17,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),prensa,2026,272.16,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),radio,2026,35015.25,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),revistas,2026,6956.23,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),otros,2026,7690.67,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),tv_abierta,2026,74802.16,pendiente,Monitoreo de medios - consolidado 2026
UNIV. INTERNAC. DEL ECUADOR (UIDE),tv_paga,2026,5082.93,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,sitios_apps,2026,141318.15,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,prensa,2026,48480.14,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,radio,2026,32386.41,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,revistas,2026,7580.43,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,tv_abierta,2026,102535.8,pendiente,Monitoreo de medios - consolidado 2026
HYUNDAI,tv_paga,2026,42.35,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,sitios_apps,2026,69798.66,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,prensa,2026,8808.06,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,radio,2026,1.34,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,revistas,2026,1866.15,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,tv_abierta,2026,66690.86,pendiente,Monitoreo de medios - consolidado 2026
MC DONALD'S,tv_paga,2026,1.19,pendiente,Monitoreo de medios - consolidado 2026
MAGNUM-ICC ECUADOR S.A.S.,sitios_apps,2026,25494.86,pendiente,Monitoreo de medios - consolidado 2026
MAGNUM-ICC ECUADOR S.A.S.,tv_abierta,2026,87429.52,pendiente,Monitoreo de medios - consolidado 2026
MAGNUM-ICC ECUADOR S.A.S.,tv_paga,2026,9.53,pendiente,Monitoreo de medios - consolidado 2026
EL PARTIDO DE LA HISTORIA,sitios_apps,2026,6234.15,pendiente,Monitoreo de medios - consolidado 2026
EL PARTIDO DE LA HISTORIA,prensa,2026,36553.36,pendiente,Monitoreo de medios - consolidado 2026
EL PARTIDO DE LA HISTORIA,radio,2026,3274.13,pendiente,Monitoreo de medios - consolidado 2026
EL PARTIDO DE LA HISTORIA,tv_abierta,2026,128360.82,pendiente,Monitoreo de medios - consolidado 2026
EL PARTIDO DE LA HISTORIA,tv_paga,2026,15208.12,pendiente,Monitoreo de medios - consolidado 2026
F.F.A.A.,prensa,2026,49395.37,pendiente,Monitoreo de medios - consolidado 2026
F.F.A.A.,radio,2026,42903.25,pendiente,Monitoreo de medios - consolidado 2026
F.F.A.A.,tv_abierta,2026,35765.31,pendiente,Monitoreo de medios - consolidado 2026
F.F.A.A.,tv_paga,2026,18.67,pendiente,Monitoreo de medios - consolidado 2026
AUTOMEKANO CIA. LTDA.,sitios_apps,2026,17344.59,pendiente,Monitoreo de medios - consolidado 2026
AUTOMEKANO CIA. LTDA.,prensa,2026,1704.79,pendiente,Monitoreo de medios - consolidado 2026
AUTOMEKANO CIA. LTDA.,revistas,2026,6190.47,pendiente,Monitoreo de medios - consolidado 2026
AUTOMEKANO CIA. LTDA.,tv_abierta,2026,200882.56,pendiente,Monitoreo de medios - consolidado 2026
AUTOMEKANO CIA. LTDA.,tv_paga,2026,6.32,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,sitios_apps,2026,150592.38,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,prensa,2026,25118.72,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,radio,2026,25054.77,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,tv_abierta,2026,43350.81,pendiente,Monitoreo de medios - consolidado 2026
MARCIMEX,tv_paga,2026,1.11,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,sitios_apps,2026,30532.47,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,prensa,2026,7816.92,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,radio,2026,49829.74,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,revistas,2026,6911.19,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,tv_abierta,2026,158440.01,pendiente,Monitoreo de medios - consolidado 2026
BANCO MANABI,tv_paga,2026,1842.62,pendiente,Monitoreo de medios - consolidado 2026
TERRAFERTIL,sitios_apps,2026,14717.11,pendiente,Monitoreo de medios - consolidado 2026
TERRAFERTIL,radio,2026,32.32,pendiente,Monitoreo de medios - consolidado 2026
TERRAFERTIL,tv_abierta,2026,65593.54,pendiente,Monitoreo de medios - consolidado 2026
PROD. FAMILIA SANCELA DEL ECUADOR S.A.,sitios_apps,2026,40052.66,pendiente,Monitoreo de medios - consolidado 2026
PROD. FAMILIA SANCELA DEL ECUADOR S.A.,revistas,2026,2413.12,pendiente,Monitoreo de medios - consolidado 2026
PROD. FAMILIA SANCELA DEL ECUADOR S.A.,tv_abierta,2026,68217.99,pendiente,Monitoreo de medios - consolidado 2026
PROD. FAMILIA SANCELA DEL ECUADOR S.A.,tv_paga,2026,2.48,pendiente,Monitoreo de medios - consolidado 2026
BAYER DEL ECUADOR S.A.,sitios_apps,2026,42327.92,pendiente,Monitoreo de medios - consolidado 2026
BAYER DEL ECUADOR S.A.,radio,2026,4.26,pendiente,Monitoreo de medios - consolidado 2026
BAYER DEL ECUADOR S.A.,tv_abierta,2026,63687.48,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,sitios_apps,2026,36056.09,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,prensa,2026,3186.54,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,radio,2026,11454.51,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,revistas,2026,5135.13,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
CHAIDE Y CHAIDE,tv_abierta,2026,112192.29,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,sitios_apps,2026,238428.82,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,prensa,2026,11818.76,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,radio,2026,42.82,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,revistas,2026,1866.15,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE LAS AMERICAS,tv_abierta,2026,12279.03,pendiente,Monitoreo de medios - consolidado 2026
RECKITT BENCKISER,sitios_apps,2026,26338.6,pendiente,Monitoreo de medios - consolidado 2026
RECKITT BENCKISER,radio,2026,7.01,pendiente,Monitoreo de medios - consolidado 2026
RECKITT BENCKISER,tv_abierta,2026,75442.81,pendiente,Monitoreo de medios - consolidado 2026
RECKITT BENCKISER,tv_paga,2026,1.56,pendiente,Monitoreo de medios - consolidado 2026
CORAL HIPERMERCADO,sitios_apps,2026,47180.65,pendiente,Monitoreo de medios - consolidado 2026
CORAL HIPERMERCADO,prensa,2026,3409.57,pendiente,Monitoreo de medios - consolidado 2026
CORAL HIPERMERCADO,radio,2026,135893.34,pendiente,Monitoreo de medios - consolidado 2026
CORAL HIPERMERCADO,tv_abierta,2026,73242.34,pendiente,Monitoreo de medios - consolidado 2026
VITASEI,sitios_apps,2026,463.37,pendiente,Monitoreo de medios - consolidado 2026
VITASEI,tv_abierta,2026,30334.68,pendiente,Monitoreo de medios - consolidado 2026
DYVENPRO S.A.,sitios_apps,2026,23627.43,pendiente,Monitoreo de medios - consolidado 2026
DYVENPRO S.A.,tv_abierta,2026,48152.26,pendiente,Monitoreo de medios - consolidado 2026
DYVENPRO S.A.,tv_paga,2026,83.54,pendiente,Monitoreo de medios - consolidado 2026
LAB. LABMAC,sitios_apps,2026,365.64,pendiente,Monitoreo de medios - consolidado 2026
LAB. LABMAC,radio,2026,17638.86,pendiente,Monitoreo de medios - consolidado 2026
LAB. LABMAC,tv_abierta,2026,47452.85,pendiente,Monitoreo de medios - consolidado 2026
LAB. LABMAC,tv_paga,2026,330.0,pendiente,Monitoreo de medios - consolidado 2026
BANCO DEL IESS,tv_abierta,2026,76129.1,pendiente,Monitoreo de medios - consolidado 2026
BANCO DEL IESS,tv_paga,2026,1.14,pendiente,Monitoreo de medios - consolidado 2026
VITA ALIMENTOS,sitios_apps,2026,23870.48,pendiente,Monitoreo de medios - consolidado 2026
VITA ALIMENTOS,prensa,2026,1683.75,pendiente,Monitoreo de medios - consolidado 2026
VITA ALIMENTOS,radio,2026,4573.85,pendiente,Monitoreo de medios - consolidado 2026
VITA ALIMENTOS,revistas,2026,3552.41,pendiente,Monitoreo de medios - consolidado 2026
VITA ALIMENTOS,tv_abierta,2026,107846.13,pendiente,Monitoreo de medios - consolidado 2026
GAC MOTOR,sitios_apps,2026,182513.37,pendiente,Monitoreo de medios - consolidado 2026
GAC MOTOR,prensa,2026,420.94,pendiente,Monitoreo de medios - consolidado 2026
GAC MOTOR,tv_abierta,2026,67391.15,pendiente,Monitoreo de medios - consolidado 2026
LAB. BIOGENET,tv_abierta,2026,117232.87,pendiente,Monitoreo de medios - consolidado 2026
LAB. BIOGENET,tv_paga,2026,2.28,pendiente,Monitoreo de medios - consolidado 2026
DANEC,sitios_apps,2026,27537.22,pendiente,Monitoreo de medios - consolidado 2026
DANEC,radio,2026,4235.99,pendiente,Monitoreo de medios - consolidado 2026
DANEC,tv_abierta,2026,67381.74,pendiente,Monitoreo de medios - consolidado 2026
DANEC,tv_paga,2026,1.86,pendiente,Monitoreo de medios - consolidado 2026
FARCOMED,sitios_apps,2026,106857.91,pendiente,Monitoreo de medios - consolidado 2026
FARCOMED,prensa,2026,2700.0,pendiente,Monitoreo de medios - consolidado 2026
FARCOMED,radio,2026,7044.92,pendiente,Monitoreo de medios - consolidado 2026
FARCOMED,tv_abierta,2026,52589.01,pendiente,Monitoreo de medios - consolidado 2026
TOP SHOW,sitios_apps,2026,24850.7,pendiente,Monitoreo de medios - consolidado 2026
TOP SHOW,prensa,2026,3766.24,pendiente,Monitoreo de medios - consolidado 2026
TOP SHOW,radio,2026,176128.89,pendiente,Monitoreo de medios - consolidado 2026
TOP SHOW,otros,2026,7467.0,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL CARLOS ROLDAN,sitios_apps,2026,55707.05,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL CARLOS ROLDAN,radio,2026,6836.15,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL CARLOS ROLDAN,revistas,2026,2303.73,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL CARLOS ROLDAN,tv_abierta,2026,110907.83,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL CARLOS ROLDAN,tv_paga,2026,1.62,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESPIRITU SANTO,sitios_apps,2026,160797.42,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESPIRITU SANTO,prensa,2026,17513.54,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESPIRITU SANTO,radio,2026,3213.38,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESPIRITU SANTO,otros,2026,2769.41,pendiente,Monitoreo de medios - consolidado 2026
UNIV. ESPIRITU SANTO,tv_abierta,2026,26847.87,pendiente,Monitoreo de medios - consolidado 2026
SISTEMA GUIA S. A.,prensa,2026,173225.87,pendiente,Monitoreo de medios - consolidado 2026
SISTEMA GUIA S. A.,revistas,2026,13130.48,pendiente,Monitoreo de medios - consolidado 2026
SPORTBET PRONOSTICOS DEPORTIVOS,sitios_apps,2026,139531.23,pendiente,Monitoreo de medios - consolidado 2026
SPORTBET PRONOSTICOS DEPORTIVOS,prensa,2026,849.53,pendiente,Monitoreo de medios - consolidado 2026
SPORTBET PRONOSTICOS DEPORTIVOS,radio,2026,71564.29,pendiente,Monitoreo de medios - consolidado 2026
SPORTBET PRONOSTICOS DEPORTIVOS,tv_abierta,2026,27277.58,pendiente,Monitoreo de medios - consolidado 2026
SPORTBET PRONOSTICOS DEPORTIVOS,tv_paga,2026,1637.01,pendiente,Monitoreo de medios - consolidado 2026
MARATHON SPORT,sitios_apps,2026,140655.1,pendiente,Monitoreo de medios - consolidado 2026
MARATHON SPORT,radio,2026,37655.03,pendiente,Monitoreo de medios - consolidado 2026
MARATHON SPORT,tv_abierta,2026,43560.24,pendiente,Monitoreo de medios - consolidado 2026
MARATHON SPORT,tv_paga,2026,9.17,pendiente,Monitoreo de medios - consolidado 2026
SUPER EXITO,sitios_apps,2026,4084.16,pendiente,Monitoreo de medios - consolidado 2026
SUPER EXITO,prensa,2026,227852.34,pendiente,Monitoreo de medios - consolidado 2026
SUPER EXITO,radio,2026,91845.87,pendiente,Monitoreo de medios - consolidado 2026
COOPERATIVA JEP,sitios_apps,2026,195980.99,pendiente,Monitoreo de medios - consolidado 2026
COOPERATIVA JEP,radio,2026,58773.55,pendiente,Monitoreo de medios - consolidado 2026
COOPERATIVA JEP,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
AYMESA S.A.,sitios_apps,2026,40507.54,pendiente,Monitoreo de medios - consolidado 2026
AYMESA S.A.,prensa,2026,852.4,pendiente,Monitoreo de medios - consolidado 2026
AYMESA S.A.,radio,2026,17598.26,pendiente,Monitoreo de medios - consolidado 2026
AYMESA S.A.,revistas,2026,1866.15,pendiente,Monitoreo de medios - consolidado 2026
AYMESA S.A.,tv_abierta,2026,79989.12,pendiente,Monitoreo de medios - consolidado 2026
